Time,Predict
93000000.0,-2.6078698283527046e-05
93000500.0,-8.750180131755769e-05
93001000.0,-8.014078048290685e-05
93001500.0,-0.00014075360377319157
93002000.0,0.0001959521323442459
93002500.0,-0.0001738080900395289
93003000.0,0.00015682762023061514
93003500.0,-0.00014985009329393506
93004000.0,0.0001022040523821488
93004500.0,-2.9105589419486932e-05
93005000.0,0.00016176777717191726
93005500.0,-3.754581848625094e-05
93006000.0,0.0002030268224189058
93006500.0,0.00023084705753717571
93007000.0,-2.4337814465980045e-05
93007500.0,0.00027605905779637396
93008000.0,-0.0002363465027883649
93008500.0,0.0001662815921008587
93009000.0,-0.0001464562665205449
93009500.0,-0.00012418613187037408
93010000.0,0.00014756087330169976
93010500.0,0.00018104961782228202
93011000.0,-0.00012117728329030797
93011500.0,5.7811190345091745e-05
93012000.0,-2.8132490115240216e-05
93012500.0,1.4656237908639014e-05
93013000.0,-1.9173507098457776e-05
93013500.0,-9.394124936079606e-05
93014000.0,0.00022625632118433714
93014500.0,-5.22430709679611e-05
93015000.0,3.882394594256766e-05
93015500.0,4.198367241770029e-05
93016000.0,-0.00013372245302889496
93016500.0,-9.90327953331871e-06
93017000.0,-6.127278538770042e-06
93017500.0,8.561108188587241e-06
93018000.0,5.535397576750256e-05
93018500.0,3.56473265128443e-06
93019000.0,0.00011767994146794081
93019500.0,9.122602932620794e-05
93020000.0,-5.98271653871052e-05
93020500.0,0.00027219048934057355
93021000.0,1.3946282706456259e-05
93021500.0,-0.000275342637905851
93022000.0,9.74837712419685e-06
93022500.0,6.214527093106881e-05
93023000.0,0.0001806473737815395
93023500.0,2.91513824777212e-05
93024000.0,-5.865707862540148e-05
93024500.0,-0.0002342882944503799
93025000.0,-4.4818520109402016e-05
93025500.0,-2.876664984796662e-05
93026000.0,-4.536438063951209e-05
93026500.0,0.0002434602938592434
93027000.0,1.4460949387284927e-05
93027500.0,-0.00017728628881741315
93028000.0,0.00010440848564030603
93028500.0,-0.00013166530698072165
93029000.0,3.711971658049151e-05
93029500.0,0.00014916143845766783
93030000.0,1.475344743084861e-05
93030500.0,-5.372794475988485e-05
93031000.0,-3.942540934076533e-05
93031500.0,0.00012524980411399156
93032000.0,-4.8678200982976705e-05
93032500.0,-7.647433085367084e-05
93033000.0,1.6484838852193207e-05
93033500.0,0.0002521823043935001
93034000.0,-0.00018707243725657463
93034500.0,-0.00014093777281232178
93035000.0,0.00021354043565224856
93035500.0,-7.589434244437143e-05
93036000.0,0.00022450811229646206
93036500.0,4.461937351152301e-05
93037000.0,1.335389242740348e-05
93037500.0,-6.639012281084433e-05
93038000.0,2.160675467166584e-05
93038500.0,-2.509417026885785e-05
93039000.0,-2.517327266104985e-05
93039500.0,0.00022941250063013285
93040000.0,-8.372678166779224e-06
93040500.0,0.00011838229693239555
93041000.0,-1.0420787475595716e-05
93041500.0,-5.6616616348037496e-05
93042000.0,1.5954123227857053e-05
93042500.0,5.130921636009589e-06
93043000.0,-9.57687952904962e-05
93043500.0,0.00012071270612068474
93044000.0,0.0002274147846037522
93044500.0,5.888035229872912e-05
93045000.0,-2.536221109039616e-05
93045500.0,0.00029200688004493713
93046000.0,-5.012625842937268e-05
93046500.0,-5.810462243971415e-05
93047000.0,-0.000331045564962551
93047500.0,0.00020237498392816633
93048000.0,-4.670544876717031e-05
93048500.0,-5.40378186997259e-06
93049000.0,4.89931735501159e-05
93049500.0,9.058459545485675e-05
93050000.0,-8.435937343165278e-05
93050500.0,0.0002187374047935009
93051000.0,-0.00017906133143696934
93051500.0,-2.04918524104869e-05
93052000.0,3.607837015806581e-06
93052500.0,9.56703024712624e-06
93053000.0,-5.931349369348027e-05
93053500.0,3.149851181660779e-05
93054000.0,-2.597357342892792e-05
93054500.0,-0.00021533513790927827
93055000.0,0.00017963061691261828
93055500.0,-4.37503113062121e-05
93056000.0,-7.058756455080584e-05
93056500.0,-9.377942660648841e-06
93057000.0,-3.5445169487502426e-05
93057500.0,7.584083505207673e-05
93058000.0,-4.1678824345581234e-05
93058500.0,-0.00022663405979983509
93059000.0,3.2767247830634005e-06
93059500.0,4.2414616473251954e-05
93100000.0,-4.517927300184965e-05
93100500.0,1.983203401323408e-05
93101000.0,-0.00013581218081526458
93101500.0,0.00012519316805992275
93102000.0,-5.464900459628552e-05
93102500.0,-3.8638034311588854e-05
93103000.0,9.084078192245215e-05
93103500.0,-7.482811633963138e-05
93104000.0,-1.933309977175668e-05
93104500.0,-0.0001464562665205449
93105000.0,-4.649728361982852e-05
93105500.0,0.0002923620049841702
93106000.0,-0.00040212570456787944
93106500.0,0.0001135284619522281
93107000.0,-0.00014458654914051294
93107500.0,0.0002599049767013639
93108000.0,2.0209423382766545e-05
93108500.0,-6.398193363565952e-05
93109000.0,-3.0812159820925444e-05
93109500.0,-6.321834371192381e-05
93110000.0,-6.607389514101669e-05
93110500.0,2.4131612008204684e-05
93111000.0,8.915842954593245e-06
93111500.0,-8.556713146390393e-05
93112000.0,-4.175240519543877e-06
93112500.0,-4.628942770068534e-05
93113000.0,0.0002465959405526519
93113500.0,-3.298278898000717e-05
93114000.0,9.908996617014054e-06
93114500.0,-2.00394988496555e-05
93115000.0,5.662417606799863e-05
93115500.0,-2.4036908143898472e-05
93116000.0,0.00019835639977827668
93116500.0,1.9077481283602538e-07
93117000.0,4.047919355798513e-05
93117500.0,-8.593277925683651e-06
93118000.0,5.944028089288622e-05
93118500.0,3.141583874821663e-05
93119000.0,-0.0001301663287449628
93119500.0,-0.0001409665565006435
93120000.0,-0.0001248113694600761
93120500.0,7.78700559749268e-05
93121000.0,0.00011483748676255345
93121500.0,-5.9219553804723546e-05
